sentence,profane,,
madami akong tanong bakit ako naging introvert bakit nawalan kakapalan ng mukha ko at bakit takot na ako makipagusap punyeta life,1,,
haha bwiset na yan,1,,
pucha di pala nakabukas motion blur sa export ko ulit na naman ng render hayst,1,,
panira talaga ng buhay si jin mu pakyu ka,1,,
haha gago ka talaga max pakyu haha,1,,
ulul gago tarantado siraulo walang modo bastos ka,1,,
gusto ko nalang maging hotdog puta,1,,
hala gago natapon na naman,1,,
bwiset tangina parang yoko na maglaro,1,,
gago talaga mga tropa ko kahit kailan haha pero goods padin,1,,
medyo nalungkot ako kasi wala na spare kakambal alcohol spray ko pakyu talde,1,,
pc pala ang wala ako pakshet,1,,
bay pasensya na bobo tong nagtanong,1,,
tangina ng mga tira yan parang calculated na nila yung floor area ng volleyball pucha,1,,
haha pucha,1,,
putangina mo trace bwisit ka gago umalis ka nga naiinis ako,1,,
pucha lakas nung connection doon sa yg pc,1,,
tangina nito ikaw na nga lang nakikisuyo ikaw pa tong galit haha ulol ka,1,,
sila dapat sermunan mga kupal,1,,
pakyu ka ormeco pakyu ka rin globe,1,,
napakaingay punyeta,1,,
yung hindi mo na crush tapos nakita mo nanaman edi crush ko nanaman punyeta haha,1,,
pucha mag seen kayo please,1,,
gyuhao pakshet kayo,1,,
hindi ko pag aaksayahan ng oras pagpapansin sa inyo mga ulol,1,,
di ko na kaya maglaro nito bobo ako,1,,
wara pa akong mouse dae ko pa kamo kayang gadanon patal pa tabi ako,1,,
dangag pirang minuto na sana ang timezone oh dalian mo na,1,,
beh legit tig hhyperventilate ako sa kurab puta marabason ang tibok kang puso ko,1,,
puta nata pa kaya ako nag transfer,1,,
huna ko spoiler na itong hand gesture hayop,1,,
putangina ka pakyu saragad,1,,
pakyu dae ko namamati na muya mo ako kahuron haha,1,,
puta ito pa huhu,1,,
ang shifting kang emotion ko gare patal hamag bua na gayod ako,1,,
gago patalon ako nata dae ko na mute,1,,
siya gayod ang ginibong example kang mga tarantado,1,,
maaga na tigkikirilig pa nanggad ako tangina ka,1,,
putang ribok kang aircon tapos maribukon pa ang fearless sa utak ko pano na ako kaini mangiturog,1,,
haluyon ang aldaw puta muya ko na siyang bation na hbd,1,,
mga matibayon kamo magi isip na bio hamag kamo,1,,
hoy agree ako duman haha takot man ako sa scene pag jalosi na si deib dae ko aram nata ako natatakot sa boses niya punyeta,1,,
halat may hints bang nahulog dae ko napansin puta man,1,,
habo ko na sobrang ilipot na ako punyeta,1,,
pandok playgirl ba ako haha punyeta,1,,
haha tangina halat lang,1,,
mas muya ko pang malunod sa kakaadal kaysa mastress sa paghanap ki dorm yudeputa,1,,
tangina hiribian na naman kita kaini huhu,1,,
dae ka dgdi pwede haha pakyu may kaibang respeto,1,,
tangina nata nawaran na naman kaming internet,1,,
nata arog kaito sarong asheret na sana ngani namidmidan ko nata tarantado pa su napaduman sako,1,,
tangina mo dae puta ka pag ako nasisi,1,,
puta muyahon ko na naman giraray mag pa tattoo buda hikaw,1,,
sa mga nag wish na magkaiwang ipis cr me tangina nindo,1,,
habo ko na pakshet,1,,
tangina nindo pag si donny nag post ki arog kaini gabos na pending ko gibuhon ko sa sarong aldaw,1,,
helix hikaw na sana puta,1,,
pikaudo na ako sa kurab tangina,1,,
duman kita sa babation kita sa gabos na social media mo haha pakyu may kaibang pag padaba,1,,
dae ako nakataram ki punyeta,1,,
leone dangagon na maray,1,,
hoy dk tarantado su rapas ni henry haha,1,,
yudeputa sigi pag overthink sana haha,1,,
sarong oras sana palan su kauugmahan ko haha,1,,
huna ko bagong album puta,1,,
timak na timak su pride sa pagiging patal buda uto uto kada taon sa sarong patal na lalaki,1,,
tangina mo daa urualdaw,1,,
jejemon kang ulol ka,1,,
haha tarantado ka bagong tuli ang puta,1,,
nawalat pa su bado ko sa court punyeta,1,,
tangina uruutro na sana,1,,
tangina dae ako nagiba sa fest imbis dae ako ma gaslight ni aram mo na ito kauragon sana worth it,1,,
patal ako pero iyo,1,,
tangina nuarin pa mauran kung nuarin dae pa ako nagkakarigos kaurag,1,,
pogion digdi si hajime pakshit kamo,1,,
patalon ka hayop ka makasupugon,1,,
huni na naman kita nunay pakshit ka,1,,
pakyu talaga sa sadiri ko nagiging productive sana pag minuto na sana bago ang deadline ,1,,
nata daw arog kaini huhu yudeputa,1,,
tarantado ka talaga maski nuarin,1,,
yudeputa padaon taka pa,1,,
hababawon ako haha puta,1,,
ang kadangagan ko ngunyan,1,,
tangina si pa sarong taon nangkakaraw lang kasubago tas ngunyan dagit na,1,,
ako baga kupal,1,,
kyuton si primo puta,1,,
kupal ka nanggad boi,1,,
glassy era pa palan ito haha patal,1,,
dangag dangagon ako sobra,1,,
dae ko man aram nata dangag ako mag hapot haha,1,,
kukupalon mo pa ako eh mas kupal ako saimo,1,,
makadirion talaga kamong mga putanginang tig dudusta mga babayi,1,,
pikon si kwan haha pakyu ka baynte,1,,
dipisilon ka iuncrush pota haha,1,,
ulol dukot taka lamang sa paril,1,,
pakshit nasupog pandok ko,1,,
dae ko aram kung mahihibi ako sa mga nabasa ko o ano inda tangina dae ko na aram,1,,
yudeputa dakulong nangyayare,1,,
may nakaapil akong tank tangina sa exp lane nag iiba warang mapa ang putadae aram na dinuman na ako ni moskov tigbak na ako kauragon,1,,
feelingero ang puta pangiton ka dangag,1,,
minsan mapagalon makipag iwal sa patal ta maski anong point mo kung dae ninda magets ta patal ngane,1,,
pakyu wara ngani akong gcash haha painom kana taena mo pasado kaman,1,,
tangina nindo pldt ano na nanggad,1,,
nag announce palan kasubanggi kang comeback date kang trejo haha nangiturog akong amay puta,1,,
patranslate daw patal ako,1,,
tangina talaga ni kupal,1,,
mga senador na gadyang ulol,1,,
amayon ako pakshet,1,,
isaksak mo sa baga mong kupal ka,1,,
mainiton ang payo ko puta,1,,
karaw man sana bako man tarantado mwua,1,,
putangina ka,1,,
hala gago kamo,1,,
tang urag kang national university halos dae na ki malaog,1,,
sisay man kaya nag taram na mag stay ka ipirit pirit mo saridiri mo ulol,1,,
makaon na kuta kami kaso tataraman mo kaming kasalan nindo an mga tarantado,1,,
tangina mo talaga cy hayop ka,1,,
pakshit arog kaining oras tig hatod taka na,1,,
dangag ka asiel kung sinulit mo kuta bakong,1,,
tarantado haha nahiling ko ito,1,,
sarong dakulang pakyu ining pldt talaga,1,,
hamag man kadakol na pweding mawara su palda ko pa sa iskwelahan kauragon,1,,
kung bako man sana ika ulol dae na ako interesado,1,,
teh grabe grabe kana dakulon na saimong hulog puta,1,,
gare ako desperado sa hamagan na lulo na an,1,,
otso na gago haha huyan na haha,1,,
maray ta aram mong pangiton ka talaga amininon mo naman na patal kamo,1,,
sisay na dangag ang nakuryente sa baterry habang nageexperiment,1,,
tarantado naghahapot akong maray tapos mumudahon ako,1,,
kauragon talaga itong maistro na ito makaipikunon puta,1,,
gago haha mga dati kong account sa twitter,1,,
sabi mo na an wara na ki barawian gago,1,,
ako sana gayod nakapansin na naging cute  si stephon kang nag paaram si dustine sa live ni like ta malive man siya haha pakshet,1,,
ma review review pa kupal man sana ang hapot,1,,
oks? oh edi pakyu,1,,
ang mga lalaki talaga anas tarantado,1,,
tanginang an madalion man sana daa su spear combo ni mars yudeputa kasubago ko pa tig gigibo su demo dae ko magibo,1,,
puta minata ako kang tugang ko para sana hagadon su japanese cake ko ,1,,
diit na effort man daw jan garo ka tanga,1,,
parabakal man akong photocards putangina,1,,
habo ma kopya yudeputa,1,,
paborito ko talaga su tarantado ka doc haha,1,,
dakulon pa nanggad ang nagpapabudol kaya sigi sana ang mga kawatan ta aram nindang dakol pa ang mga dangag,1,,
sa mga nag taram na OA ako ta hinibian ko ayam ko pakyu kamo,1,,
sako kana sana tangina,1,,
iuragan ako sa mga kapatalan kang maestra sa iskwelahan puta pangiton iskwelahan nindo uniform man sana ang magayon,1,,
pasensya kana ta patal talaga ako,1,,
naigo pa kang puta su tulak ko,1,,
hoy gago nag babasa kaya akong au,1,,
tangina ka susugudon taka tangina mo,1,,
haluyon magkawat kang mobile legends niya yudeputa,1,,
garo kasta su kanta ni skusta clee haha,1,,
pirang minuto na sana birthday ko na deputa,1,,
tang kapatalan ko,1,,
putangina ka edi jan kana,1,,
patal dae ngani ako makamessage oh hilinga,1,,
gago ka neh na expose ka sa twt,1,,
puta tigparahanap ko su maurag kong picture kang  halaba pa buhok ko tapos dinelete na palan na hamag,1,,
aki pa sana ako grabe kana patal haha,1,,
nali kaya ang kupal haha,1,,
dae man ako mapatol sa dancer na dangag ,1,,
hayop na kigkig ako may fb friend akong kapandok ni redeacted,1,,
puta nata nawara ako kasubago,1,,
ibahan mo na ki tags dangag,1,,
mas barato pa dgdi sa qc kaysa elyu pakshet,1,,
dae pa ngani tapos patal,1,,
dai ko gets su piling hayop,1,,
puta talaga oh,1,,
kauragon ka hayop haha,1,,
sadayuton and pakshet na mundo ini,1,,
puta pagmati ko pagalon akong maray kawsa kang auditing,1,,
tinaraman ko si sophia dae kang laban duman ta kupal ito haha,1,,
nata patalon ako huhu,1,,
puta wara akong caption,1,,
gago makaadikon hilingon,1,,
tangina misson ko na siya huhu,1,,
lubungon nalang nindo ako tangina,1,,
kauragon ang palitan kang schedule hayop,1,,
tangina talaga nindong mga warang hawong,1,,
gago ulukon ako sa tugang mo,1,,
tang patal kang kaapil pag banggi,1,,
patalon puta ,1,,
ika sana ang may awto na habo ko pakyu ka maray pa si clyden ,1,,
nagigiulok ako putangina kung padaba mo ako haen ang supog mo kupal ka haha pakyu,1,,
patal man baga kamo gabos,1,,
dangagon talaga ako pag buyong,1,,
parariyo kamong dangag iyo,1,,
puta sana makaabot pa kaming iskwelahan sa aga,1,,
tarantado maski pandok mo dae mapasang nutribun pede pa sapatos de leche,1,,
salamat duman sa sun and moon deyn kupal,1,,
mainiton hayop dae mangiturog,1,,
aram nindo putangina ina nindo nahihibi na ako dae nindo pagkawatan ang namamatian kang gabos,1,,
makulugon ang ngipon ko puta,1,,
dangag na ngani ako tigkukulugan ko pa sadiri ko sa mga warang hawong,1,,
huna ko nanggana na kamo bakong pakatapos nindong manggana dapat ang tig isip nindo su kamarayan kang saindong nasasakupan nata ta gare kupal buda basura ang ugali ni imee,1,,
tangina nindo enyphen dae na kamo magdgdi sa pinas pls,1,,
pangiton ako makauragon mga anong ini sa pandok kairita puta,1,,
kaya na sana kami natataraman na magtugang ta magkapandok kami ni lovely hamag an ,1,,
lintian na ugali an jake,1,,
para tinaraman kong luhayan sana ang reply sako ulol,1,,
tian dakulon na itaram,1,,
garo ka patal ade nata kaipuhan mo pa itong ipost papansin kang kupal ka,1,,
dangag okay lang ito ang mahalaga tig buhay mo,1,,
pag talaga nag face to face graduation ta ruluhuon ko ang mga tulak kaining mga tungag na ini,1,,
tang gastos ko ngunyan na june ,1,,
gago tunay mananggad na sana ph na?,1,,
daeng aldaw na dae ako nabubua sa style kang lintian na ini,1,,
may collaboration pang naganap bulini iba kana donny,1,,
warang naghapot kang opinyon mong ulol ka,1,,
huning meeting na ini pirmi na sana ipaurag ang payo ko deputa baad pedeng maging agom na sana,1,,
bumalik kana sako lintian,1,,
lininaniya ta dae ko na naman na bookmark,1,,
kauragon talagang yudeputa,1,,
minadakol talaga ang dangag pag labsok na,1,,
wara na patal nabubua kana kang kabaklaan mong tian ka,1,,
haha lintian,1,,
dipisilon mag review yudeputa,1,,
hayop kamo aram na nindong uto uto ako,1,,
saro kapang tangina ka masiramon kamong tuukon puta ,1,,
mahibi talaga akong tangina nindo,1,,
nasupog daa ang ph army sa mga habo kang mandatory rotc mga ulol,1,,
makauragon mag hiling na kdrama na buko surunod sunod puta kauragon,1,,
hahahaha ako ngani ulol man giraray kay jeno,1,,
yudeputa ka nata kapa inaki ni may mong tangina ka mahibugon ang pandok mong tarantado ka mag face reveal ka hayop ka,1,,
an kupal ay kupal na talaga ,1,,
ulol ka will,1,,
tanginang mga tanga ini makulugon na bitis ko puta kamo,1,,
dae mi man kasalan na dipisilon ka magsabot eh yudepota,1,,
gago anong wara haha teh dakulon ngane,1,,
i dont like her personality bako teh tangina mo wara ka lang personality pakyu,1,,
wara na ako sa mood puta kaya,1,,
puta dakulon na dangag buda nagtthrow na naman,1,,
pakshet ka talaga tito boyet nagkakaturulala na si max,1,,
kusugon maka sanaol putangina kung nag ambag ka sana tangina mo ulol wara kang ambag puta maski sa pagkanta ako nagdara tangina mo ba imbis saimo na su verse na ito tangina yuck kaadirion ampota,1,,
nagtatao lang gayod ki pakonswelo si robin kay patal ta may hilang na siya so sabuton ta na lang guna si robin ,1,,
igkukurab ako mga pakshet,1,,
muay ko man sana bistuhon ki maray su jeong sa jeonghun kingina ngonyan lubog na lubog na ako sa kamember niya tangina ,1,,
wara talaga akong pake maski paghirilingon ako na naghihibi sa bus puta nahiling ko su igtutukawan mi ni ella sa moa ,1,,
kupal ini si neli guna lugod ninda bday ko haha,1,,
gago pinutulan ki kamot katakot,1,,
putangina miss ko na talaga siya,1,,
patalon kah,1,,
tangina nindo tdg so ako sana talaga dae nakakalingaw kan rabas ta mga gago ba kamo ,1,,
harayuon na ang mga kupal,1,,
huni pa saro ulol ka man ngane,1,,
tangina patalon talaga ini ampota ,1,,
bawal an gago ka,1,,
gago warang mailuwas na maski anong  crreative juices ining pamayo ko,1,,
maka bwiseton man,1,,
dai taka man crush pucha ka,1,,
tangina ano ining nag agi sa tl ko haha pucha ,1,,
gabos mananggad na jason sa mundo ay kabangagng patal buda kabangagng dangag ,1,,
nagbalik nanaman ang ulol niya na utak,1,,
warang pagbabago ngane eh kupal parin talaga amski nuaren tangina kaining mga marketing staffs nila hugak hugakan eh ,1,,
bwiset talaga mga tawo digdi,1,,
pogion si changbin putangina speechless ako duman ah,1,,
igkukurab ako punyeta,1,,
pogion talaga si mark bwiset,1,,
puta ka dai mo ba aram meaning ki bisexual di porket nag sa lalake straight na dai rin porket may type na sa lalaki straight na punyeta,1,,
tarantado an wara na sa tamang pag isip,1,,
tangina kakauli ko lang miss ko bns,1,,
normal lang tabi ma ulol sa bako ta bias,1,,
kulugon sa halunan pucha,1,,
napaka tarantado kaini,1,,
ben gago ka nata mo igdelete su file ,1,,
putangina nindo ako na sana kaya masapak saindo mga puta ,1,,
kukuwaon na kuta cp ko pero sabe ko igtext ko si mama na nawalat su payong sa harong tapos mauran na dae ko nakua eh haha pakshet matibayon talaga ako,1,,
dipisilon pakihurunan pag igsingil puta mga kupal,1,,
puta gayunon gabos dipisilon magpili kaya ilikom na sana gabos,1,,
haha tarantado nahihiling kan tito ko notes ko puro confession para kay dagat ,1,,
huy gago may duplicate na si seungmin sa ako na an please,1,,
putangina haha bwiset ka,1,,
tangina talaga kan mga iresponsableng members kan research group dai sana maikaag name nindo sa final research paper putangina nindo ,1,,
hinayupak ka arturo makabwiseton kang pakshet ka,1,,
ay pakshet nata wara ako,1,,
dae ko igkakaraya haha oh its better to watch romantic drama para aram nindo kung pano mang kiss haha bwiset ,1,,
gago mamunduon an salubong,1,,
patalon ka inutil warang modo tarantado siraulo animal ,1,,
warang ma amin putangina bako ini simbahan,1,,
bwiset man ini gari daa ako indian,1,,
inda ko kung matali pa ba ako o dangagon na ako,1,,
pucha sabi ko ako man sanang solo naka isip,1,,
ulol tangina mo bua,1,,
aram mo ba tatapuson ko pa sana an kaso wara palan siya katapusan gago talaga,1,,
su mga modules ko dae pa tapos sa june na pasahan punyeta,1,,
makatakuton ka bwiset ka,1,,
congrats sato gabos huhu months ako catch up ka miss you maski kupal kang malala,1,,
hoy putangina nagisi,1,,
ulukon ako sa cpar ko punyeta,1,,
bwiset kaya mga scammers eh,1,,
bwiset na restrictions sa facebook,1,,
ano kaya muya mo bumagsak ministry kupal ka ba,1,,
pakshet muya ko ki jollibee,1,,
putangina ma angason vebs,1,,
halat man kaya niki teka hoon ano ba xiaoting huhuh bwiset kayo ano ba pundo haha,1,,
tangina tinatapos ko pa video ko para sa defense,1,,
eto nanaman wara akong ginibo except magkaturog punyeta saro na sana kaya su assignment suhapon bilang nag daragdag,1,,
sa inot man sana lugmok su binua mo pag naka bangon an patal ika an mahibi buda mahabol sa mag ina mo sa inot man sana maogma ta yaon pa su thrill ,1,,
putangina naman o,1,,
kamo an may problema bako lizquen mga ulol,1,,
gago yaon duman si niela for sure yaon din duman si tali gogo santino buda tito ,1,,
tarantado haluyon daa ako mag tipon ki items natutal arog kaito ta camper gabos puta edi tinadtad ko ki muda sa chat bo sa bwisit ka kung sisay pa su warang ambag siya pa su maribukon punyeta ,1,,
kupal amputa nag dadali dali masyado maglaog sa mrt ,1,,
gigibuhon na naman nindo akong akbit pakyu kamo haha,1,,
gago ka sis sinagad mo naman an pagiging clown,1,,
inda ko man daw sa sadiri ko punyeta moments,1,,
initon tarantado gari nasa manila na ako,1,,
makaturog na ako ta baka dae ako magimata punyeta,1,,
patal igpa abot ni bakla buda kinaagahan dae na ako kinahuron tata tangina nindo ah,1,,
dangag ang fortuner,1,,
muya ko mag unli wings pucha,1,,
tangina mo gago guna ko masarado ka na naman,1,,
tarantado ka ba igtapok ngane sinda sa hawaii buda kan nagadan su ina ni apo lakay dae na sinda tinugutan ni cory mag uli sa pinas anong nagtakas pinagsasabe mo sige hithit pa  ,1,,
last na ito sarong direct message pa bahala kana talaga bwiseton ka ,1,,
gwapuhon punyeta,1,,
punyeta na meta ini duwang account ko na restrict ,1,,
ulol pangiton ka deybid,1,,
haha patalon talaga ako,1,,
bako lang mga tugang ko marugado saimo pati mga pagtaraning ming harong igahanap ka gago ,1,,
si maeumi palan ito puta guna ko ayam kan mutual ko,1,,
dai ako maka get over puta,1,,
na bua na ito,1,,
seramon panggigilan si hajime pogion puta,1,,
tangina makulugon an payong ini bwiset,1,,
oh talaga ba shermaine pakyu haha,1,,
patal ka dae mo pwedeng turuan mag batok ang sarong ukay,1,,
